33,27,27,27,27,27,26,26,27,27,26,27,26,28,27,26,27,27,27,26,27,27,27,27,29,32,56,30,27,27,27,27,27,27,27,27,26,27,28,29,27,27,27,40,29,29,27,27,26,27,29,49,28,27,27,27,27,27,27,27,27,27,28,27,27,26,27,28,27,27,37
26,27,27,26,27,27,26,27,26,27,26,27,26,27,32,37,29,27,27,27,27,27,27,26,43,27,36,28,27,79,28,34,28,27,27,27,26,27,26,27,26,28,26,27,28,26,27,26,27,27,27,27,26,28,27,27,28,27,28,28,27,27,27
26,27,27,26,27,26,27,27,26,27,26,26,27,27,35,36,28,27,43,28,27,32,28,27,27,28,27,27,27,26,27,27,27,26,27,27,27
27,27,26,26,26,26,26,27,26,27,26,27,26,27,35,35,42,28,27,27,27,31,28,26,27
