25,26,26,27,25,26,27,26,26,26,26,27,26,26,26,26,26,26,26,26,27,29,28,28,54,28,26,26,26,26,27,26,26,26,26,26,27,27,29,27,26,27,27,26,26,26,25,26,26,26,26,25,26,26,28,26,26,26,39,28,27,26,26,26,26,28,26,49,26,27,26,26,26,26,26,27,26,26,26,27,26,26,26,26,27,26,26,26,26,26,26,27,26,26,26,28,26,28,27,26,27,33,27,26
31,26,26,26,29,26,25,26,25,25,25,26,25,25,30,26,34,27,26,37,27,26,30,28
25,26,26,25,25,26,25,25,26,25,25,26,29,27,29,32,26,30,26,34,26,26,26,30,27
26,26,26,25,26,25,26,25,26,26,25,26,29,27,31,29,37,30,27,26,26,37,27,26,26
