26,25,26,26,26,27,25,27,25,26,26,26,26,26,26,27,26,26,26,26,26,26,26,27,28,54,29,27,27,26,26,26,26,26,26,26,26,26,25,27,26,27,26,26,26,26,26,28,26,25,26,26,26,26,25,25,26,27,26,26,26,26,38,26,28,26,25,26,25,26,26,26,49,27,26,26,26,27,25,27,26,26,25,27,26,26,25,26,25,26,26,26,26,25,25,26,26,25,26,25,26,25,26,25,26,25,26,25,26,27,29,26,32,26,28,27,26,27
26,26,25,26,25,26,25,26,25,26,25,26,25,26,28,27,30,32,27,38,26,30,28
26,25,26,25,25,26,25,26,26,25,25,27,28,27,29,31,27,26,25,26,26,25,25,36,27,25,30,28,25,26
26,26,25,26,25,26,25,26,25,25,26,25,28,27,33,28,25,30,25,34,26,26,30,27,26,25
