26,27,26,33,26,26,26,26,26,26,25,26,27,26,27,26,27,27,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,25,26,26,25,26,25,26,25,25,26,26,29,26,27,26,26,26,26,26,26,26,27,26,26,26,26,26,27,41,34,46,56,44,28,36,35,43,26,27,26,55,27,27,26,29,26,26,26,26,26,26,27,43,32,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,32,30,40,28,27,28,29,30,27,25,38
26,26,26,26,26,26,26,26,26,25,26,26,25,27,25,25,25,25,25,26,25,25,25,25,25,26,26,25,26,27,26,79,29,34,35,40,26,26,26,55,28,30,26,26,26,26,26,26,31,29,41,29,46,28,26,26,33,35,26,26,26,25,26,26,25,26,26,26,25,26,25,26,25,26,26,25,26,25,25,26,25,26,26,31,28,26,26
29,26,27,26,26,27,26,26,26,26,26,26,26,26,25,26,25,25,26,26,26,25,26,25,26,25,27,26,26,52,55,28,26,27,33,35,40,26,27,26,56,28,29,27,26,27,26,27,26,26,32,29,27,26,63,29,27,26,37
27,26,26,26,26,26,26,27,25,26,25,26,25,27,25,26,26,26,26,26,26,26,25,26,25,27,26,27,52,55,29,26,26,33,35,39,27,26,26,55,28,29,27,26,26,27,27,26,26,31,29,27,26,55,31,27,27,31,35,48,29,26,26
