27,27,27,27,26,27,26,27,27,26,26,26,26,27,27,27,26,27,26,26,27,26,27,26,27,27,27,26,27,28,27,26,27,26,27,26,26,26,26,25,26,26,27,26,28,27,27,26,27,26,27,26,26,27,26,27,26,27,26,27,27,27,27,27,26,27,26,27,26,27,26,26,27,26,39,35,87,29,37,36,52,27,26,27,57,29,30,27,26,26,26,27,26,27,27,27,48,32,27,26,26,27,26,26,26,28,26,27,26,26,26,26,27,27,26,26,25,26,26,25,26,26,34,29,50,28,29,28,26,27,26,26,34,34,32,33
27,26,28,26,26,27,47,26,26,25,37,27,25,26,25,26,28,26,25,26,26,26,25,27,25,26,27,28,65,28,34,36,34,27,26,27,26,26,54,30,30,26,26,26,26,27,27,31,29,27,27,62,29,27,26,30,32,29,28,26,26,26,25,26,26,26,26,25,27,25,26,26,26,26,26,25,26,26,26,25,27,30,29
27,27,28,26,27,26,26,27,26,26,25,26,26,26,25,26,25,26,26,26,26,25,26,26,25,26,26,25,26,26,26,26,25,26,26,25,26,26,25,26,26,25,26,26,26,25,26,26,26,25,26,26,26,26,27,52,42,28,35,35,34,27,26,27,26,27,52,28,30,26,26,26,26,27,26,26,32,31,61,29,26,26,26,27,30,32,32,30
27,26,27,26,26,27,26,27,26,26,26,26,26,26,26,26,26,25,26,26,25,26,25,27,25,26,26,26,27,26,51,41,28,26,27,33,35,34,27,27,26,53,28,30,26,27,26,27,27,26,26,31,29,27,26,58,28,27,27,29,32,32,29
