26,27,26,27,26,26,26,27,26,26,26,26,26,26,26,26,27,26,26,27,26,26,26,27,26,26,26,27,27,26,27,27,26,26,27,26,26,27,26,26,26,25,26,26,25,27,58,57,29,35,35,28,26,74,28,27,27,27,26,53,28,34,27,30,28,26,28,26,27,26,46,33,27,26,27,26,27,26,27,27,26,27,27,26,26,27,27,27,27,25,26,26,26,26,26,32,29,27,27,28,28,26,27,27,26,38,37,35,27,27,26,26,27,30,26,26,27,26,27,26,27,26,27,27,27,27,26,26,27,26,27,26,31,27,27,26,26,26,26,26,27,26,26,27,26,27,27,26,27,26,27,26,26,26,26,27,26,26,26,26,26,26,26,26,26,27,26,26,26,27,26,26,26,26,26,26,27,26,27,27,26
27,27,27,26,27,27,27,26,27,26,27,26,26,26,26,26,26,26,26,26,26,25,27,26,26,26,27,27,27,51,55,29,27,26,48,35,26,26,42,27,33,26,27,26,59,28,30,27,26,26,27,26,27,26,32,29,44,29,27,26,27,26,26,27,37,34,32,26,26,26,27,27,26,27,26,26,26,26,26,26,26,26,27,45,27
27,26,27,26,27,26,26,27,26,27,26,26,26,26,26,25,26,26,26,25,26,26,26,26,26,26,27,26,27,27,65,56,28,34,26,34,35,39,27,27,26,56,27,27,26,31,27,27,26,26,27,31,28,55,29,27,26,26,27,30,35,33,29,30,26,26,26,26,26,26,26,26,26,26,25,26,27,26,26,26,26,26,28,30
26,26,26,26,26,26,25,26,26,26,26,26,27,26,26,26,26,25,28,28,25,26,26,26,26,26,27,26,51,56,28,33,35,40,26,26,26,55,28,29,27,25,26,26,26,27,26,31,29,61,29,26,26,26,26,32,34,28,28,26,26,26,26,30,29
