26,25,27,32,26,26,25,27,25,26,26,25,26,26,26,26,25,26,26,25,27,26,26,27,25,27,27,26,26,27,26,26,26,26,26,56,55,29,34,34,40,26,27,26,52,28,34,26,26,26,26,26,27,26,29,29,43,31,27,26,26,27,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,29,32,29,26,26,27,26,29,27,27,25,33,32,31,26,32,32,26,26,28,27,26,25,27,26,26,26,26,26,26,26,27,26,26,25,27,25,25,27,31,26,26,25,25,26,25,25,26,25,26,25,26,26,26,26
26,26,27,26,26,25,27,26,26,25,26,26,25,26,26,25,25,26,25,25,26,25,25,26,25,25,25,26,26,27,76,29,26,26,46,36,26,26,39,27,26,26,35,26,26,25,58,27,34,26,26,27,25,26,26,26,32,30,43,29,26,25,44,28,26,25,37
26,35,27,26,26,33,26,26,26,26,25,26,27,26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,26,27,27,78,29,26,26,33,35,40,26,27,25,56,27,34,27,27,26,27,27,26,26,26,26,49,30,78,28,26,26,26,28,37,35
26,26,26,26,26,26,26,26,26,26,26,25,26,26,25,26,25,26,25,26,25,26,25,26,25,26,26,26,27,50,55,28,34,34,26,26,38,26,27,26,55,29,33,26,25,27,26,26,25,27,31,28,42,30,26,25,40,27,26,27,36
