27,27,36,27,26,26,25,26,26,26,36,26,25,26,28,27,25,27,25,26,26,26,26,26,26,26,27,27,26,26,26,27,25,26,25,26,26,25,25,26,27,41,29,36,27,29,27,27,27,40,27,26,26,26,26,26,26,27,32
25,26,26,38,30,26,35,26,29,27,27,26,39,26,26,26,26,27,26,26,29,31,32,29,26,27,38,32,30,26,66,27,41,26,45,26,32,27,28,26
26,26,38,29,36,26,28,27,27,27,39,27,25,26,26,26,25,28,28,33,31,29,38,26,26,32,31,26,77,27,41,26,34,26,26,26,34,27
26,26,36,31,26,34,27,28,27,28,26,39,27,25,26,26,25,26,28,32,32,38,26,26,25,26,32,42,26,63,27,26,25,42,26,26,25,26,27,45,26,26,25
