28,26,28,26,26,26,26,27,26,26,26,26,25,26,26,48,33,27,51,27,31,27,27,26,28,27,43,28,26,27,27,26,27,26,26,27,26,26,26,26,25,26,26,29,26,27,26,26,27,26,26,26,26,27,26,26,26,27,26,26,27,26,28,37,30,45,27,27,26,27,34,34,27,78,28,42,27,34,26,32,28,28,26,29,26,27,26,29,27,25,28,26,28,26,27,27,28,26,27,26,26,26,28,27,26,25,26,27,29,26,27,28,27
26,27,52,29,25,26,53,26,27,26,30,26,30,28,28,27,41,29,36,30,38,27,27,27,34,28,30,26,26,27,77,28,42,26,34,27,32,28,28,27,26,26,40,26,26,26,34,27,26,26,31,26,31,32
26,27,48,30,51,27,29,27,28,27,41,27,26,26,26,27,27,28,35,29,39,27,26,26,27,33,45,26,64,28,41,27,26,26,37,26,30,28,29,26,28,26,29,27,29,27,26,27,31,33,60,27
26,26,44,29,27,31,27,41,27,53,27,36,26,26,26,31,27,30,27,30,29,51,33,40,26,27,39,32,27,77,28,26,26,42,27,34,27,33,28,28,26
