27,26,27,28,26,26,26,26,26,26,25,26,26,25,27,26,26,26,26,27,26,26,26,27,26,26,26,26,26,27,26,26,26,26,27,26,26,26,27,25,26,25,26,26,25,26,25,26,27,27,27,27,26,26,26,27,26,26,26,27,26,26,27,26,26,27,26,26,27,26,26,26,27,26,26,26,27,26,27,26,26,26,26,26,26,25,26,25,26,25,26,26,26,29,48,55,27,26,26,37,27,98,28,27,26,31,27,26,26,26,26,28
26,26,27,39,31,27,26,26,35,27,26,27,26,26,29,28,27,27,42,28,33,36,42,26,90,27,26,26,43,32,30,27,26,26,37,26,41,28
26,27,39,29,29,26,27,26,26,26,42,26,27,26,30,27,27,26,28,29,45,39,42,27,67,32,26,26,42,28,33,27,46,27
27,26,45,32,28,55,27,32,28,26,26,28,26,94,28,29,27,37,47,61,27,102,28,26,26,42,27,35,27,49,27
