26,26,27,26,26,26,26,26,26,25,26,25,25,26,27,27,26,26,26,27,26,26,26,27,26,26,26,27,27,26,27,26,26,26,26,26,26,26,25,31,26,26,25,31,26,25,26,27,27,26,26,26,26,49,30,53,27,31,27,28,26,42,27,26,26,27,26,27,26,26,27,26,26,26,27,26,26,26,26,26,25,26,25,26,26,25,26,26,27,26,26,26,26,26,26,26,26,26,25,27,30,55,30,32,26,44,27,45,27,31,26,72,27,26,26,46,26,26,27,48,27,26,27,33,27,26,26,29,26,26,25,29,26,26,26,27,26,26,26,28,27,27,26,26,26,28,26,26,26,29,26,35,26,28,26,32,26
26,27,67,28,26,26,50,26,35,26,31,27,27,26,42,27,28,27,27,26,34,29,45,26,35,27,29,26,67,26,43,25,49,27,34,27,35,27,26,26,33,26,30,26,29,27,31
26,26,45,32,26,51,27,30,27,27,27,41,26,26,27,26,27,28,33,35,30,43,26,27,34,32,26,77,27,43,26,27,26,50,27,26,26,35,27,26,25
26,26,44,28,31,53,53,26,33,26,31,27,26,25,28,27,42,27,28,27,36,28,45,32,26,33,32,26,78,27,26,26,26,27,42,27,35,26,44,27,25,26
