27,26,27,48,30,41,26,27,26,31,28,28,26,43,27,26,27,27,26,27,28
26,26,44,32,27,37,26,30,27,28,26,26,26,42,26,26,26,27,27,37,32,39,26,27,26,27,33,43,27,65,27,26,27,41,27,33,26,33,27
26,34,26,27,27,28,43,32,27,37,27,31,28,27,27,42,26,28,26,26,27,26,27,29,41,29,26,26,40,27,26,27,35,28,30,26,77,27,42,27,34,26,32,28,26,27,29,27
26,26,45,32,26,36,27,31,27,28,26,41,27,26,26,26,26,25,27,28,32,27,27,52,33,26,35,45,26,30,26,69,28,40,27,26,26,36,27,41,28,30,26
