26,27,26,27,26,40,30,36,27,29,28,26,27,32,26,26,27,41,26,27,26,26,26,26,27,27,27,26,26,27,27,25,26,28,27,26,26,26,27,26,26,26,26,26,27,26,26,26,27,26,29,34,37,48,27,68,26,42,27,32,27,45,29,28,26,29,27,26,26,30,27,26,28,36,26,26,29,27,27,31,26,29,27,26,26,27,26,26,26,29,26,27,27,26,26
27,26,27,38,28,29,26,27,26,35,27,29,27,28,27,40,26,27,26,29,28,31,36,42,32,71,27,27,26,41,27,32,26,46,28,28,27
26,29,41,30,26,25,35,27,27,26,28,27,28,27,40,27,27,28,27,28,30,35,28,26,62,32,26,26,67,27,32,26,41,26,35,27,26,27,45,28
26,26,26,40,28,27,31,27,26,26,35,27,26,26,26,26,28,28,27,27,40,28,28,27,31,35,43,32,65,27,41,27,26,26,35,27,43,28
