27,26,27,45,32,27,56,27,32,27,28,26,97,27,26,27,30,27,27,32
26,27,26,42,38,30,26,35,27,36,26,29,27,28,26,40,27,26,26,26,27,28,28,31,32,39,26,26,27,34,27,28,27,85,27,26,26,41,27,26,26,27,27,34,27,31,27
27,26,44,28,26,26,39,26,25,26,29,27,26,26,27,27,39,27,28,28,31,29,39,31,27,26,33,27,28,27,75,27,26,26,26,26,52,27,27,26,40,26,27,26
26,26,49,29,32,26,57,26,31,28,26,26,29,27,101,27,29,27,37,29,59,27,47,27,154,27,26,26,27,26,44,27,59,26,26,26,38,26,31,27
