30,27,26,27,46,32,27,27,26,51,27,30,28,28,26,42,27,27,26,27,26,27,26,27,26,27,28,26,27,26,27,26,27,26,30,27,26,26,25,27,29,26,27,26,27,26,27,26,27,27,27,28,37,30,27,26,46,27,33,43,31,27,26,26,35,27,31,27,116,27,43,28,27,27,28,27,28,26,28,26,27,26,30,26,27,27,27,28,26,27,27,28,27,26,28,26,28,26,27,27,26,26,28,27,26,26,26,28,26,27,27
25,27,48,28,30,26,33,26,51,27,27,27,48,27,26,26,28,26,27,28,52,32,32,26,44,32,47,27,101,28,42,27,47,27,26,26,35,26
26,27,62,29,29,26,51,26,30,26,31,27,27,25,28,26,41,28,26,29,36,29,45,26,32,26,27,42,31,26,46,26,26,26,94,26,53,26,26,26,39,27,31,27,38,27,26,26
26,27,47,29,25,30,27,27,26,50,27,30,28,27,27,42,27,26,27,33,27,36,28,29,26,46,46,28,25,31,27,25,27,102,27,43,26,26,26,51,27,32,27
