29,27,27,26,27,27,29,45,34,27,52,28,31,28,28,27,41,28,27,27,27,27,27,27,28,28,27,27,27,27,26,27,26,26,27,27,26,26,26,26,26,28,31,27,27,26,26,27,27,29,27,27,26,26,28,28,32,31,35,46,32,42,28,40,27,27,27,150,28,46,27,43,27,27,27,58,28,27,27,31,28,27,27,36,28,43,28,26,27,30,27,27,27,30,26,27,28,27,28,27,27,28,27,26,66,28
27,28,39,28,28,28,45,28,27,27,36,27,31,27,32,28,27,27,28,28,27,29,47,37,28,27,37,27,69,28,52,28,27,27,35,28,28,27,50,28,29,27,26,28,31,27,28,28,28,27,28,26,28,31
26,27,27,26,27,27,26,27,40,27,27,26,27,26,30,27,26,27,26,26,27,26,26,27,26,27,27,26,26,27,27,26,26,27,26,26,27,26,26,27,26,26,27,38,31,28,36,27,30,28,28,28,27,26,41,28,27,27,28,28,34,37,39,27,77,27,26,27,46,27,27,27,29,27,37,28,42,29,30,27,29,27,30,27,27,26,35,30,27,27
26,27,28,37,30,27,36,28,29,27,27,27,31,27,26,27,40,28,29,28,28,26,31,39,38,28,70,28,41,28,34,27,45,28,30,27,27,27,27,27
