27,27,27,27,26,26,26,27,26,26,25,27,26,26,27,27,26,26,26,26,26,26,25,26,26,26,26,26,26,26,27,26,27,26,27,26,27,26,27,27,27,27,26,26,26,26,26,25,26,25,26,25,26,25,27,29,56,29,27,26,32,28,56,27,36,27,33,28,103,27,26,26,30,26,25,26,25,26,26,26,25,27,25,26,26,26,25,27,26,27,26,26,26,26,25,26,25,27,26,26,26,27,30,36,28,35,27,60,27,27,26,40,28,30,26,152,27,28,26,56,27,26,26,38,28,26,27,31,28,29,26,43,28,27,27,28,27,27,26,27,26,29,26,26,26,28,26,28,26,27,26,26,26,28,27,26,27,32,26,26,25,65,27,28,26
26,27,42,28,28,26,50,27,26,27,29,27,29,26,27,27,26,27,41,27,27,26,35,35,27,26,37,27,31,26,70,27,26,26,41,27,26,26,27,27,39,26,26,26,91,27,27,26,30,30
26,25,26,26,27,25,44,27,26,29,26,26,26,72,26,26,26,32,27,30,27,28,27,44,28,27,25,40,47,27,26,27,25,41,27,128,27,26,27,42,27,27,26,42,26,26,26,47,27,26,26,26,27
26,27,46,31,26,26,26,56,27,31,27,28,27,26,26,121,28,28,28,36,48,31,26,40,27,128,27,26,26,46,27,28,26,38,27,26,27,48,27
