26,27,26,27,26,26,26,26,26,25,25,26,25,26,25,26,26,25,26,25,27,26,25,26,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,25,25,25,26,26,26,26,25,27,25,26,26,26,26,26,26,26,25,27,25,26,26,26,26,25,26,26,26,26,25,26,26,26,25,27,26,25,27,26,26,25,26,25,25,26,25,26,28,45,35,27,56,27,31,28,27,26,92,27,29,25,27,25,27,27
26,26,39,27,26,27,27,35,27,26,26,28,27,26,25,27,26,41,27,27,27,31,28,35,30,31,26,26,33,31,26,111,27,26,26,38,26,42,26,30,26,28,26,34,27,26,26,28,26,25,25,28,26,26,27,25,25,28,26,26,27,26,28,25,26,27,28,26,63,27,26,26
26,26,54,30,26,32,26,53,27,26,25,26,26,32,27,26,25,28,29,104,27,26,26,34,47,38,26,35,26,44,26,139,27,26,27,52,27,26,26,38,26,27,26,45,27,25,27,28,25,27,25,28,26,26,25,25,25,29,26,25,26,26,25,29,26
25,27,38,27,26,25,28,26,35,27,28,27,27,27,41,26,26,26,26,27,28,27,29,31,27,26,30,27,35,27,37,27,28,27,69,27,42,27,34,26,50,26,30,25,26,25,32,26,27,25,28,26,26,26,27,26,26,26,26,28,26,27,27,26,26,29,26,26,26,27,26
