27,27,25,26,26,26,26,26,25,26,25,26,25,25,26,26,27,26,27,26,26,26,27,26,26,26,28,26,26,27,26,26,26,26,25,26,26,26,25,26,25,25,27,35,29,26,26,27,50,29,46,27,26,26,26,26,29,27,34,27,44,27,27,26,27,27,27,27,28,26,26,27,28,27
26,26,37,27,28,26,35,26,29,27,27,27,46,27,26,26,27,26,26,27,33,31,32,27,30,28,26,26,42,27,34,26,70,27,41,26,32,27,45,28,27,27,30,26,27,26
26,27,42,27,27,29,26,27,26,35,26,30,26,29,28,25,26,29,27,40,28,27,27,31,28,34,30,31,33,30,26,64,27,41,26,26,26,27,26,56,26,26,27,36,26,26,26
26,26,42,28,25,26,35,26,27,26,27,27,26,25,27,27,26,27,45,27,27,26,30,31,27,26,46,27,30,26,28,27,25,26,25,26,66,28,26,26,46,27,25,26,46,27,26,26,31,26,26,26,25,26,33,26,26,26,29,26,28,27,26,26,26,26,30,27,26,26
