28,27,28,27,27,27,28,26,27,27,27,28,26,28,29,47,31,30,36
27,27,40,30,28,28,27,27,27,27,37,28,27,27,27,29,29,28,40,27,28,31,28,28,27,27,31,39,37,78,28,27,31,27,47,39,34,30,27,31,27,27,30,28,27,28,27,81,27,27,27,28,29,27,33,27,36,32,28,27
27,29,39,30,28,27,27,27,51,27,27,27,29,27,28,27,27,32,35,31,27,28,49,33,33,29,30,33,71,40,55,30,28,30,31,27,28
28,27,54,30,29,27,27,28,30,27,37,27,27,28,27,32,29,27,40,30,29,34,30,27,26,27,37,50,29,75,28,27,32,27,48,27,41,28,27,34,28,27,28,77,28,27,28,30,28,27,33,30,38
