28,43,27,27,26,29,46,39,27,31,27,54,27,26,27,30,27,31,28,28,27,43,28,27,27,26,27,26,26,26,26,26,27,26,26,26,26,26,26,26,26,27,26,26,26,26,26,25,27,26,26,25,26,26,26,25,27,28,40,29,36,27,41,31,28,43,33,27,27,27,158,28,27,26,28,27,51,27,36,27,40,28,41,27,37,27,31,27,31,28,29,27,26,27,29,27,27,27,28,27,27,27,31,27,27,26,28,27,26,27,27,26,28,27,26,27,67,28
26,27,40,28,36,26,29,27,26,27,31,27,27,26,27,28,41,28,30,28,27,27,31,29,34,29,38,28,30,27,74,28,27,28,42,28,43,27,34,28,29,27
26,27,39,28,28,27,32,26,36,28,30,27,28,27,41,27,28,26,27,29,32,29,36,31,33,27,28,35,30,28,83,28,26,27,45,27,28,26,35,27,31,27,27,26
26,27,26,26,26,26,27,28,26,26,26,26,25,26,26,26,26,25,26,26,26,26,26,27,26,26,26,25,26,26,26,26,26,25,26,26,26,26,40,29,36,27,29,27,28,27,26,27,40,27,27,26,26,27,29,31,32,28,26,27,38,27,37,27,30,26,29,25,27,26,69,29,26,26,42,27,27,26,47,27,31,27,27,26,26,27
