26,27,26,25,27,26,25,26,27,25,26,25,26,26,25,26,27,26,26,26,26,26,26,26,28,52,30,57,27,26,26,31,27,28,26,93,27,29,26,25,25,27,26,26,26,26,26,25,26,25,26,25,26,25,26,25,26,25,27,26,25,26,25,26,27,25,26,28,31,29,37,27,27,42,42,27,39,26,176,26,27,25,47,26,36,26,46,26,26,26,41,27,28,26,31,26,40,28,30,26,27,26,28,27,25,26,27,27,27,26,25,26,26,26
26,26,54,29,26,34,26,36,26,29,27,26,26,26,25,30,27,26,27,46,35,37,30,31,26,103,26,27,26,49,27,27,25,28,26,36,27,93,27
25,25,25,26,39,27,26,26,38,26,30,26,27,26,41,27,25,26,26,28,27,27,34,38,39,26,72,27,25,26,48,27,25,26,39,27,26,25,46,27,25,27,28,26
26,26,45,31,26,55,26,31,27,28,27,26,25,91,28,28,27,37,46,40,27,194,28,27,26,36,27,43,26,37,27,26,26,48,27
