33,33,33,33,33,33,32,35,32,33,33,34,32,33,32,33,32,33,32,33,33,32,32,33,32,33,32,34,32,33,32,32,33,33,33,32,33,32,33,32,33,32,33,33,37,54,43,34,52,34,33,34,49,33,33,35,34,33,34,39,35,33,105,33,33,33,33,32,37,33,32,34,33,34,34,36,33,33,33,35,39,35,32,33,33,43,61,35,34,33,36,56,35,52,33,34,33,146,35,33,42,33,60,33,42,38,38,33,42,34,38,34,49,35,33,34,39,33,34,35,33,38,33,33,34,33,35,34,35,33,34,32
33,33,50,38,34,33,37,34,34,33,36,33,42,33,33,33,34,36,35,37,35,35,51,50,34,37,33,74,37,39,94,34,33,46,34,34,49,35,38,34,37,35,33,34,34,87,34,33,33,39,34,36,38,40,33
33,33,54,52,33,37,34,34,34,33,32,42,33,64,33,33,33,35,40,45,54,34,39,108,34,34,59,33,34,38,138,34,34,39,53,35,35,33,76,35,36,33,34,33,37,38
33,34,44,36,36,33,33,33,43,33,33,34,32,37,35,34,34,36,68,50,34,37,34,35,53,101,35,34,33,36,53,35,34
