29.58,32.97,27.27,28.8,28.48,39.4,29.57,59.39,49.48,73.39,27.33
33.18,26.65,27.91,30.08,39.49,31.74,44.11
31.67,27.31,26.94,29.05,31.88,34.18,38.33
32.98,29.12,26.81,29.71,37.41,27.91,40.26
