30.86,27.93,28.45,30.5,26.09,38.91,29.94,66.13,25.51,112.48
28.93,27.81,26.96,33.59,35.28,37.98,34.51
32.5,27.36,28.38,28.88,36.4,30.51
30.59,30.45,28.15,28.95,26.1,40.89,43.82
