33.03,30.69,32.12,33.12,29.65,50.66,31.47
31.74,31.66,31.17,46.69,31.58
31.84,28.17,31.75,43.4,35.49,48.91
37.24,31.84,29.95,33.29,28.73,32.8,45.83,38.08,38.16
