34.08,29.09,34.14,29.38,46.09,49.15,48.29,31.73,37.37,37.64,33.43,40.38,33.49,29.67,33.2
32.92,31.35,30.25,42.72,35.94,46.98,36.56
31.84,32.56,28.47,35.14,44.01,45.76,58.68
32.51,32.21,30.62,39.59,36.5,50.28,33.37
