38,28,27,27,26,44,26,28,45,27,27,27,27,41,26,27,28,26,45,27,28,45,32,30,72,41,77,81,30,37,118,30,34,27,40,28,39,31,35,29,27,64,49,30,53,62,49,28,51,29,28,27,40,29,27,47,31,33,28,39,29,37,30,40,48,49,33
37,28,39,27,27,27,26,44,26,27,26,37,27,26,28,27,42,27,27,26,28,43,26,40,27,28,44,28,39,27,27,35,44,28,39,40,78,33,75,63,47,60,38,28,42,51,46,30,41,55,57,37,46,29,27,48,46,30,36,29,37,29,28,45,28,29,43,28,38,29,27,45,27
28,37,28,26,27,28,40,28,26,27,27,45,27,26,27,28,27,27,27,44,28,26,28,34,39,46,29,63,74,32,51,37,45,60,42,47,28,41,31,36,29,53,41,29,81,38,44,29,38,33
28,39,28,38,27,27,27,27,43,27,27,38,41,27,27,45,47,27,45,40,41,29,65,41,86,51,28,67,29,55,29,39,31,36,29,53,40,63,48,30,36,28,45
