40,26,27,26,27,44,27,27,27,37,26,28,26,28,26,26,27,26,26,43,28,37,30,54,27,70,53,82,76,50,64,62,29,53,28,41,29,36,29,74,38,42,28,38,28,27,28,28,40,27,27,27,52,29,38,28,28,27,33,28,28,45,30,41,46,41
28,35,27,26,27,27,44,27,27,26,27,41,27,26,26,27,30,27,39,27,39,28,41,40,40,27,67,41,89,48,59,40,47,29,37,30,38,27,42,57,54,39,28,28,42,29,54,32,35,27,27,46,27,27,46,28,27,45,27,28,45,27,28
43,28,39,26,27,26,27,44,26,27,26,38,27,26,27,26,43,28,26,27,26,44,39,42,30,38,27,65,41,80,65,46,59,31,36,28,55,28,40,30,43,45,64,42,43,28,37,30
43,28,26,46,28,26,27,26,44,26,27,26,27,43,28,26,27,27,43,26,27,27,36,40,43,27,69,39,78,53,63,60,43,28,43,28,40,46,29,46,58,66,38,47,29,26,47,33
