26,26,26,27,26,26,26,27,26,25,26,25,26,26,26,26,26,26,26,26,27,26,30,32,37,29,39,27,31,28
26,26,27,26,26,26,26,26,26,26,25,27,29,37,29,37,26,31,28
26,26,26,26,26,26,26,27,25,26,25,30,30,36,30,26,37,27,26,30,28
26,27,26,26,26,26,26,25,27,25,26,26,30,32,34,28,37,27,26,27,30,28
