26,26,26,27,26,26,26,27,27,26,26,26,26,27,26,27,27,26,26,27,26,27,27,29,29,36,41,58,28,27,33,29
26,26,26,26,26,26,25,26,26,26,26,26,30,28,43,29,53,27,34,28
26,26,27,26,26,26,26,25,26,26,26,26,30,29,56,29,53,27,32,25,27,26,33,28
26,26,26,25,26,25,27,28,26,26,26,27,30,28,42,28,52,27,33,28
