27,26,27,26,27,26,27,26,26,26,26,25,26,26,26,27,26,27,27,26,27,27,26,27,27,27,27,26,27,26,27,27,26,26,27,26,26,26,26,26,26,27,30,45,74,37,56,27,37,27,29,27,27,27
26,26,27,26,26,26,25,26,26,26,26,25,26,30,29,34,30,26,38,26,27,27,26,31,28
27,27,26,27,26,26,26,26,27,25,26,27,29,29,29,33,28,37,27,29,27,27,26,30,28,26,25
26,27,26,26,26,26,25,27,25,26,26,26,29,29,34,29,26,38,26,27,30,28
