27,26,26,27,26,26,26,26,26,26,26,26,25,26,26,27,26,26,26,27,26,26,26,26,27,27,26,27,26,30,37,33,26,60,27,26,26,36,29,26,26
26,26,27,26,25,26,26,26,26,26,25,26,26,29,29,33,29,38,27,30,28
26,27,26,26,26,25,26,25,26,25,26,26,25,30,36,38,27,53,27,36,27
26,26,26,26,26,26,26,26,25,26,25,26,29,29,29,30,38,38,27,26,26,26,31,25,30,28
