37,25,26,26,26,48,27,25,26,26,26,26,44,28,38,33,48,28,40,26,42,26,26,48,25,26,29,36,28,40,26,39,28,26,27,26,42,28,40,25,42,26,41,27,39,28,26,26,44,44,27,25,26,25,27,26,43,27,25,26,39,27,26,26,41,27,37,26
37,26,25,26,26,25,25,25,26,48,33,28,55,28,38,26
27,26,25,26,34,25,27,43,31,34,36,64,26,40,27
27,35,27,26,25,39,27,25,26,38,27,44,26,58,28,39,27
