40,26,26,25,26,48,26,26,25,25,27,25,26,25,25,27,42,27,40,27,26,34,30,26,26,47,24,26,30,37,27,25,26,24,26,26,26,25,26,25,26,26,42,26,26,26,39,25,26,25,26,28,37,33,49,28,40,27,40,27,26,26,26,26,36,26,27,25,38,27,40,28,26,26,26,44,28,37,28,40,26,41,27,40,27,44,45,25,27,25,41,26,27,25,27,25,26,44,26,26,26,26,26,36,27,26,26,26,27,39,27,36,27
30,25,26,36,26,25,26,26,26,25,46,31,39,27,34,42,45,28
36,28,25,26,25,25,26,26,26,43,28,40,28,38,33,33,41,41,36
27,25,26,25,34,26,26,26,26,40,30,39,31,40,34,28,43,41
