36,27,25,26,25,48,26,26,25,26,26,38,26,25,26,26,28,36,31,35,26,39,26,41,26,25,49,26,42,26,26,48,26,41,26,41,26,27,26,26,25,26,43,28,25,25,26,26,25,27,33,26,42,26,41,27,41,27,25,26,44,44,27,25,25,26,26,25,25,26,26,26,25,26,43,26,26,27,39,27,38,27
27,25,26,24,26,35,33,26,41,31,35,36,30,25,42,41,46,27
37,25,26,25,26,25,26,25,26,26,25,48,29,34,25,27,26,25,48,26,26,67,29,37,27
26,26,26,25,42,27,25,26,25,48,30,35,28,25,67,29,37,27
