41,25,25,25,25,33,33,25,25,25,43,26,25,44,45,27,49,32,61,27,27,59,27,24,65,26,44,73,26,42,26,42,27,40,27,57,28,38,26,25,25,25,25,40,26,25,26,24,25,25,26,24,25,41,26,25,25,41,26,41,27,38,25,43,26
26,26,25,25,25,25,44,26,25,25,41,26,40,30,36,27,41,26,24,27,40,26,26,25,39,27,39,26,41,27,58,31,39,33,29,26,41,26,39,26,24,43,47,26,50,25,26,24,61,26,24,61,39,26,24,66
27,38,25,26,24,26,31,25,24,26,49,29,42,49,27,62,27,42,65,37,59
36,27,24,26,24,26,25,25,25,25,40,30,37,26,25,26,25,29,60,27,28,43,25,57,31,49,25,39,27,41,27,25,26,25,25,38,27,25,27,37,25
