28,25,24,26,25,40,26,25,26,25,25,25,25,39,26,26,27,38,27,25,48,40,25,27,25,35,26,25,26,24,27,37,26,39,26,43,26,25,48,26,27,31,32,25,26,26,40,26,41,28,39,27,44,46,26,26,26,25,25,26,25,26,25,25,25,26,44,26,26,26,38,28,37,27,41,27
39,26,26,25,25,28,26,25,25,44,28,25,46,36,31,41,48,26
35,27,25,26,25,26,25,26,25,25,26,44,32,38,27,42,26,34,42,46,27
35,26,26,25,25,27,26,26,25,30,33,26,42,27,42,26,35,42,48
