37,24,26,26,26,48,27,24,27,24,27,39,25,25,25,26,25,26,25,25,26,25,28,34,33,33,27,41,26,41,26,25,33,35,26,25,38,41,27,25,27,38,26,27,25,27,25,26,45,27,39,27,40,27,40,27,43,46,26,26,26,39,26,26,26,25,25,27,24,26,25,27,41,27,42,27
27,25,26,35,26,25,26,25,29,25,47,29,35,27,25,64,28,38,26
25,27,26,25,34,26,26,42,26,27,48,27,39,26,26,65,28,37,27
26,42,27,25,25,26,25,26,25,26,48,28,33,26,26,68,29,38,26
