42,26,25,25,25,48,26,40,27,25,24,26,24,43,25,26,27,38,31,35,28,39,26,41,27,24,33,35,25,25,47,26,25,25,41,27,40,27,39,28,50,40,27,25,25,25,25,25,26,26,24,39,25,26,25,41,25,41,28,42,47,27,38,26
27,25,25,25,35,27,24,25,25,46,27,39,27,40,26,24,27,40,27,39,26,41,27,40,27,55,34
36,26,42,27,24,26,40,26,38,28,25,30,38,27,38,26,26,25,25,65,28,38,26
37,27,25,25,26,25,25,25,26,30,32,28,41,27,44,26,31,36,49,27
