40,25,26,25,41,26,25,36,30,26,26,57,26,27,54,33,52,25,27,56,60,26,70,26,43,26,40,26,26,26,25,26,26,25,26,26,45,26,26,37,25,43,43,40,26,41,26,25,26,25,26,25,26,26,25,26,25,25,44,25,26,25,39,26,24,27,41,26,41,26,26,25,38,25,25,26
36,26,25,25,41,26,41,28,42,46,28,38,32,56,39
45,25,25,26,25,47,26,26,30,36,36,31,26,40,42,46,26
34,26,25,25,26,47,25,26,26,63,28,26,46,45,44,74,25,57
