39,26,27,26,27,45,27,39,27,26,26,26,44,28,25,29,36,32,33,29,39,28,39,26,26,33,31,27,40,26,42,26,26,47,50,26,26,44,47,26,27,44,44,27,39,27,26,27,54,34,31,26,42,27,26,27,26,43,29,37,28,40,28
27,26,26,26,43,27,26,25,39,29,37,31,39,34,27,42,48,26,34
44,27,26,26,26,46,25,26,48,28,27,45,29,37,42,46,27
42,26,41,26,27,26,37,28,25,48,32,34,50,43,42
