35.98,31.74,31.71,29.37,32.59,34.42,31.58,31.72,31.04,32.34,31.39,32.02,32.51,32.82,34.75,32.32,31.76,34.69,28.89,32.41,31.29,33.72,33.92,31.66,34.45,33,39.24,29.61,31.71,28.66,33.91,29.9,30.72,30.55,32.53,31.6,31.5,31.99,36.03,38.49,36.22,57.67,30.61,47.28,43.09,38.38,40.07,36.22,30.94,31.78,32.68,34.81,29.53,34.06,33.66,29.62,31.69,33.12,35.09,33.06,34.05,30.4,40.55,37.62,34.5,34.39,33.03,31.15,35.21,31.18,29.01,33.5,32.43,31,49.1,50.69,48.22,32.62,31.38,34.87,30.92,34.16,32.59,33.52,28.75,32.26,33.2,32.15,34.03,35.95,29.47,34.21,29.96,32.04,30.97,37.87,34.62,36.18,39.76,29.66,33.33,38.65,32.02,33.52,52.11,35.39,33.17,31.06,31.46,34.1,32.28,31.31,31.32,34.14,29.93,32.35,29.99,36.55,29.72,32.33,33,31.52,30.91,33.48,30.05,31.15,32.28,32.83,33.22,29.14,34.07,28.69,31.68,31.64,31.73,32.55,32.85,30.33,32.75,30.02,30.23,32.38,32.15,31.72,33.9,28.73,31.36,32.21,37.4,34.23,33.3,28.16,37.09,28.81,30.49,34.02,32.68,29.99,33.57,30.48,31.27,32.88,28.66,31.49,34.35,31.22,31.8,32.22,30.88,33.46,28.72,31.82,32.85,32.39,30.72,30.68,32.91,29.97,31.03,30.54,31.82,32.5,31.81,31.81,30.9,32.65,33.53,32,28.97
32.45,32.54,30.58,33.98,33.13,28.78,33.46,31.08,32.42,28.74,34.31,29.65,33.13,29.18,34.74,31.9,31.68,32.48,29.02,31.83,34.47,29.33,30.64,33.2,29.13,32.3,30.21,38.08,35.55,51.68,42.44,40.96,33.09,39.52,29.31,35.98,31.16,30.19,37.18,35.37,46.59,32.68,32.41,33.21,31.87,33.07,45.26,34.73,30.02,32.31,32.61,33.79,30.8,30.77,33.2,29.22,34.76,30.26,31.7,31.42,33.71,28.42,31.5,32.65,30.59,37.18,30.57,32.74,31.02,29.91,32.05,31.29,30.95,31.67,31.76,34.38,30.08,30.77,33.33,31.89,31.91,30.27,31.23,33.46,32.29,29.25,32.88,30.21,31.2,32.49,32.57,32.22,37.23,33.72,29.16,31.66,32.86,32.65,30.67,29.69,31.92,31.78,33.09,29.64,32.85,33.19,31.97,29.31,32.62,35.12,37.16,32.02,28.77,33.17,29.73,32.22,31.68,34.24,29.27,32.98,30.48,34.58,31.93
37.77,28.77,33.22,29.13,32.71,31.91,34.47,31.83,32.78,29.99,33.78,31.05,32.56,27.48,34.51,29.03,32.03,32.06,31.91,31.76,29.33,31.77,32.31,30.13,31.81,40.62,63.07,47.27,34.99,36.15,33.4,33.36,28.65,33.7,34.91,33.66,36.37,59.94,43.62,33.73,29.95,58.33
33.9,30.5,32.48,32.49,34.11,28.25,32.36,30.39,33.13,35.36,30.07,28.87,33.95,29.33,37.03,31.67,31.52,31.91,31.57,31.46,34.35,29.76,32.45,31.73,29.7,32.71,32.17,34.73,40.89,49.31,48.09,35.2,38.87,36.3,31.84,32.39,33.15,32.19,30.85,29.85,37.58,34.64,41.56,41.04,29.78,31.87,35.11,31.44,29.01,41.78,41.58,35.57,31.99,28.87,38.55,33.83,29.91,30.77,33.04,32.39,31.43,29.79,33.91,30.04,33.41
