34.85,32.97,28.98,32.51,28.97,35.3,29.18,32.59,29.3,31.18,33.35,32.57,28.82,31.36,32.63,32.12,33.72,31.9,31.86,39.84,28.94,30.96,32.49,34.2,33.29,32.71,29.51,31.36,31.57,32.22,30.86,30.43,29.42,31.44,33.53,29.55,30.94,31.39,33.7,32.04,44.8,58.08,40.9,59.14,48.68,42.35,35.39,30.14,31.53,32.91,33.67,32.28,28.71,31.82,31.17,32.36,32.89,29.35,34.01,32.67,31.15,33.15,30.78,34.1,51.66,43.8,40.28,30.3,31.97,30.1,30.85,32.31,32.73,30.14,43.15,43.72,39.34,48.05,37.19,30.86,30.27,32.4,33.35,30.67,33.98,29.23,33.96,30.96,33.11,29.11,30.88,30.78,36.06,34.21,32.19,33.46,30.22,33.55,40.78,38.46,32.14,38.29,32.76,31.41,32.93,32.01,29.03,34.84
32.58,32.55,31.93,28.21,31.35,33.09,29.63,30.53,31.94,31.87,28.91,31.73,31.13,30.08,33.35,32.96,29.83,31.71,28.81,32.66,29.14,31.76,32.92,39.47,36.81,45.25,37.59,30.34,38.6,46.73,31.08
36.61,30.42,32.5,31.58,28.82,32.22,28.91,30.2,31.48,30.81,30.51,30.41,32.18,29.42,33.95,30.23,31.08,32.49,29.9,30.72,30.65,31.79,40.87,35.18,48.48,36.04,35.76,40.25,31.54,31.67,31.9,29.31,34.38,37.71,58.82,33.1,32.8,32.28,28.77,34.29
35.64,31.9,28.72,31.68,32.01,34.02,31.31,31.76,31.7,32.28,30.19,30.92,32.55,29.88,36.63,31.44,33.02,28.95,32.09,31.5,36.86,53.55,81.4,36.97,37.59,32.68,32.62,31.67,32.09,34.56,34.91,38.08,39.82,38.81,35.71,31.07,32.82,33.6
