40.83,33.46,30.68,33.4,36.28,35.54,38.7,29.18,33.37,32.02,33.84,32.64,33.73,33.58,31.07,35.09,30.06,33.7,33.4,33.8,33.38,35.33,30.92,35.48,33.23,32.82,45.06,37.44,63.48,49.01,36.96,40.98,41.93,40.3,48.38,41.12,40.8,33.72,34.4,32.15,36.63,36.94,35.1,35.49,34.18,34.5,33.16,34.21,32.57,34.31,33.7,30.18,35.81,34.63,36.49,33.8,33.44,34.33,30.2,46.54,41.93,34.49,44.07,35.3,32.16,32.26,33.16,33.95,38.14,31.32,99.15,51.32,33.3,32.45,35.49,32.59,34.21,33.15,32.36,32.91,33.79,34.14,33.05,37.11,31.58,33.87,32.07,34.59,32.21,34.82,34.65,37.16,41.59,37.42,32.24,36.13,30.35,32.42,48.33,40.28,33.69,34.25,34.3,32.55,36.35,29.52,34.46,33.37,34.04,30.11,36.85,32,32.74,31.65,33.09,33.88,31.58,39.01,34.48,35.42,31.4,36.71,31.16,35.35,29.98,32.66,33.01,32.81,33.04,33.07,32.8,34.05,30.69,35.84,30.83,33.44,33.58,33.66,30.11,37.07,27.75,33.65,33.09,33.92,30.49,32.17,33.52,32.95,32.25,32.5,35.38,31.08,34.54,30.11,32.69,33.89,32.43,31.92,33.72,32.97
39.56,32.1,33.61,32.51,33.26,31.27,36.21,29.1,34.13,32.2,31.64,33.04,33.87,36.42,31.59,33.65,30.76,33.61,31.55,33.87,33.3,43.98,34.94,42,48.18,38.86,42.24,42.52,33.82,31.09,36.29,33.46,29.82,34.41,36.45,63.88,77.04,34.09,33.11,33.53,56.18,44.76,40.92,35.34,30.78,32.49,34.33,34.11,35.22,33.13,32.74,31.7,33.91
34.19,31.78,32.8,33.35,32.07,32.32,35.67,32.54,36.42,29.65,33.16,32.94,32.61,33.66,29.6,36.06,29.7,32.22,35.08,33.12,30.26,33.02,32.44,32.53,38.38,38.13,59.31,37.8,41.16,33.79,34.56,36.32,29.45,34.58,33.15,42.11,41.99,35.81,42.76,37.22,30.95,38.25,54.99,43.07,32.84,32.56,34.65,33.34,29.89,34.39,37.5,30.37,36.01,29.97,32.94,32.86,34.8,33.21,39.01
40.61,29.53,36.44,32.82,30.25,33.95,32.08,33.3,31.94,34.73,34.74,37.08,37.39,36.12,30.15,36.81,31.88,33.32,30.55,32.49,32.81,31.36,34.22,33.64,29.91,37.28,31.74,34.48,31.9,31.96,35.37,33.53,34.54,34.62,33.18,29.62,33.54,32.29,34.18,32.06,32.75,32.41,31.98,32.71,32.54,33.41,33.56,32.93,31.47,33.35,33.58,43.98,36.48,72.05,43.58,37.92,33.02,36.73,31.67,37.08,43.86,49.92,44.81,38.04,29.94,33.17,32.9,43.67,47.41,30.86,36.15,30.68,33.58,32.61,32.09,33.26,35.28
