50.34,33.4,31.02,31.41,35.9,34.08,34.38,30.69,32.57,30.55,33.84,31.64,33.51,33.2,31.29,32.93,32.97,33.6,29.83,33.14,34.44,34.68,31.08,31.6,32.69,34.95,33.9,29.89,31.25,45.99,35.15,74.19,61.35,35.6,41.13,30.89,39.53,41.79,33.1,33.43,30.59,32.81,36.1,31.11,33.96,34.04,31.99,34.69,31.89,32.15,32.7,34.77,49.39,33.99,35.59,38.32,35.24,31.45,31.69,33.67,35.18,31.97,31.65,101.27,49.71,37.55,32.51,29.65,34.5,31.98,32.13,33.44,36.5,34.44,30.31,36.05,29.95,31.58,31.98,33.32,35.08,36.12,35.61,35.4,31.69,32.34,44.3,43.49,32.21,33.23,33.77,29.18,40.16,31.91,33.73,48.84
36.22,37.89,29.14,35.34,28.78,35.16,28.8,32.22,35.41,31.78,30.53,32.08,32.38,33.92,31.44,32.73,35.69,28.51,31.62,31.38,33.51,34.1,44.96,39.5,63.49,51.7,38.78,37.65,40.72,34.21,37.21,32.61,42.09,53.07,43.98,37.5,41.91,31.52,31.49,56.91,44.09,34.04,38.75,34.23,29.92,33.17,32.05,34.36,31,29.63,31.44,34.08,30.22,31.09,29.89,30.64,31.56,30.19
35.83,30.94,34.1,32.33,29.33,33.52,30.29,33.68,31.18,31.66,32.33,33.12,33.02,30.95,36.88,33.52,32.1,28.44,33.43,33.63,48.68,41.23,76.2,40.45,43.87,31.15,33.43,34.64,32.93,40.02,57.29,45.49,43.32,33.9,32.83,33.43
32.5,30.87,32.69,33.66,30.47,32.19,31.84,32.54,34.08,33.13,29.09,33.17,32.88,29.27,36.34,32.88,32.28,32.91,30.83,31.44,31.63,33.37,34.2,30.43,41.93,36.45,52.25,38.65,36.94,36.33,32.1,29.33,31.48,36.9,31.26,43.2,44.82,47.33,30.14,32.32,33.06,31.64,43.71
