36.73,44.12,39.01,35.45,50.23,43.75,41.49,31.88,34.06,42.07,37.69,34.31,39.82,36.18,35.93,33.14,30.98,32.94,34.37,47.01,38.51,47.44,31.13,35.43,69.05,29.37,63.32,31.09,61.25,37.77,33.95,33.38,29.57,30.09,32.37,31.67,34.46,29.39,31.76,32.07,29.99,29.97,31.75,31.33,35.75,29.22,33.56,42.8,31.83,38.25,42.29,33,30.92,34.82,31.72,31.97,33.9,28.66,91.39,44.91,32.45,30.97,32.28,29.59,33.74,31.35,31.27,31.83,30.01,30.39,33.43,32.36,37.41,30.91,30.34,30.86,31.26,33.17,33.33,28.76,41.94,33.39,37.01,33.03,31.79,30.93,32.2,30.44,52.94,31.84,30.19,33.76,30.35
36.67,29.53,29.55,30.51,30.31,29.74,29.85,31.81,30.75,28.92,31.15,31.19,29.56,30.44,35.08,30.65,31.02,31.42,29.04,29.56,31.47,32.13,29.57,40.54,33.44,39.16,61.12,30.41,36.42,35.2,49.74,29.85,32.41,29.45,31.41,31.07,32.83,33.37,44.62,55.08,35.5,33.27,29.34,31.54,29.52,44.85,33.98,29.71,32.51,29.77,31.21,33.13,28.81,32.48,28.86,29.31,32.19,30.16,29.56,33.02,32.85,29.85,30.48,34.09,41.3
35.89,29.46,29.04,29.79,32.5,29.2,32.19,28.5,34.2,30.32,28.43,29.42,30.77,32.99,28.52,31.29,28.99,32.15,30.15,31,29.6,31.15,41.18,31.28,34.47,46.27,38.51,36.54,34.52,28.9,32.45,30.54,32.93,36.53,31.84,58.47,35.59,38.49,29.64,29.75,42.64,37.36,38.44,44.51,34.85,29.86,32.54,29.29,31.87,31.79,31.69,28.28,31.26,30.48,30.92,32.39,31.55,29.03,30.31,33.46
34.38,32.71,29.16,34.3,30.57,28.68,29.43,33,31.17,28.61,29.79,30.8,31.32,30.45,30.76,31.35,31.02,31.99,28.54,30.78,33.39,37.57,35.8,32.44,57.88,35.64,41.5,32.02,32.74,31.38,31.06,44.62,37.06,78.21,43.26,36.36,33.43
