45,28,24,27,25,26,26,26,25,26,25,43,48,45,47,25
35,27,25,27,36,27,27,25,26,25,40
27,33,26,26,26,26,47,27,27,25,25,58,25,27
38,26,26,26,26,46,27,27,26,26,46,37
