24,24,23,39,25,24,24,24,25,24,24,25,52,36,44
39,26,24,25,24,25,24,24,24,24,30,49
39,24,25,24,24,24,24,38,26,24,25,29,50,24
40,25,23,25,25,24,24,25,24,39,31,54
