36,25,25,23,25,23,24,24,23,24,24,25,40,45,44
36,25,25,25,24,24,24,25,24,25,24,51,36,25
42,25,25,24,25,24,25,24,25,24,25,44,42
35,25,25,24,29,31,26,24,25,25,30,52,29
