35,24,25,25,25,24,25,24,25,25,24,36,41,44,52
40,27,25,25,24,26,39,27,25,25,25,30
26,38,26,42,26,25,25,25,27,37,52
38,25,25,25,42,26,26,25,25,25,26,56,25,27
