25,24,24,24,24,24,24,24,24,24,40,27,55,46
25,23,24,24,24,34,28,25,25,23,24,25,55,24,25
26,24,25,24,24,24,24,24,40,30,51
38,25,24,24,25,36,26,23,24,25,24,55,24,25
