27,27,26,66,52,28,88,27,26,26,28,28,26,26,37,28,26,26,26,27,27,27,26,26,29,27,102,30,26,26,31,36,29,25,29,27,30,27,37,26,33,28,36,27,27,27,26,26,29,26,26,26,27,27,25,27,26,26,27,27,26,26,27,26,26,27,25,26,27,26,26,26,26,26,27,27,26
26,26,27,45,33,26,40,28,43,26,25,26,31,27,26,26,26,25,26,26,27,26,45,27,28,30,26,26,29,36,26,26,33,26,26,25,30,28,25
26,26,25,26,26,27,47,47,28,29,26,71,27,25,26,36,25,26,26,26,26,27,26,28,27,26,25,107,29,30,36,27,27,27,26,32,29,26
27,26,27,56,31,53,27,26,27,26,27,31,26,28,26,27,29,27,25,26,26,27,28,26,26,26,26,47,38,28,26,27,25,26,26,38,29,27,27,27,28,32,26,27,26,27,26
