26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,26,26,26,27,26,26,25,26,26,26,25,25,26,25,26,27,69,53,29,26,27,45,27,26,27,32,27,26,26,26,26,26,26,29,27,26,27,44,28,27,27,26,26,26,27,26,26,26,27,30,31,36,27,28,27,26,26,29,28,27,26,26,27,26,26,26,26,27,25,27,27,26,25,26,27,25,26,26,25,26,25,26,26,26,26,26,25,26,26,26,26,25,27,26,25,26,26,26,27,26,27,26,26,26,26,27,26,26,25,26,25,25,26,26,25,26,27,25,26,27,26,27,28,27
26,26,28,74,32,43,26,26,26,26,26,32,26,26,26,26,26,26,26,27,27,44,27,28,29,28,36,27,26,27,26,29,27,29,28,26
26,27,27,76,33,43,27,26,26,32,26,27,26,26,26,26,27,27,27,26,26,45,27,26,26,30,30,37,27,28,26,30,30,27
26,26,27,60,48,29,43,27,27,26,32,26,26,26,26,26,27,26,27,27,44,27,27,26,30,38,28,26,27,27,29,29,27,28,26,26,26,28,27,26,26,26,27,26,26,26,26,27,26,27,26,26,27,27,28,26
