25,26,26,26,25,26,25,27,25,25,26,27,26,26,25,26,26,26,25,26,25,102,77,35,27,26,26
26,26,26,25,26,25,26,26,26,25,26,25,26,25,26,25,26,25,26,25,26,92,41,27,26,26
26,26,26,27,25,26,26,27,26,26,25,26,26,26,26,26,25,26,26,26,26,26,68,55,26,38,27
26,26,29,26,34,27,26,26,27,25,32,25,26,25,27,25,26,25,26,25,26,92,38,30,26,26
