26,26,29,26,27,26,26,26,26,26,26,27,25,26,25,25,26,25,26,26,25,25,26,43,115,62,66,26,27
26,26,26,26,25,26,26,26,26,25,25,26,25,26,25,26,25,26,25,26,26,140,32,28,26,26
26,26,27,26,27,25,26,27,26,26,26,26,27,26,25,26,26,27,26,26,26,27,92,72,38,27
27,26,26,26,26,26,26,26,27,25,26,26,26,26,26,25,26,27,26,26,26,62,64,30,27
