26,25,26,26,25,25,26,25,25,26,25,25,26,25,26,26,26,111,42,41,26,27
27,26,34,27,25,26,25,26,25,26,36,25,26,25,26,25,26,25,26,25,25,26,25,25,26,25,25,26,107,38,33,26
26,26,26,26,25,26,25,26,25,26,25,26,25,25,25,26,25,25,26,25,25,25,26,103,39,35,26
26,27,25,26,25,25,26,26,25,26,25,26,25,25,26,25,26,25,26,25,26,26,83,67,30,27
