26,26,26,27,26,26,25,26,26,25,26,26,26,27,26,26,26,27,26,26,26,27,26,94,37,27,27,28,28
27,28,26,26,26,26,26,27,26,25,26,26,25,26,26,25,26,26,26,26,67,66,30,27
26,27,28,25,26,25,26,26,26,26,25,26,26,26,25,26,26,25,26,25,27,90,37,27,27,26,26
27,26,26,27,26,26,26,27,25,26,26,25,26,26,26,25,26,26,26,26,92,37,37,27,27
