27,25,26,26,26,26,26,26,25,27,26,26,26,27,26,26,26,27,26,26,26,27,26,26,26,27,26,27,26,26,26,26,26,26,26,26,25,26,25,25,27,26,26,25,28,26,26,26,26,26,26,27,26,26,27,26,26,26,26,26,27,26,26,26,26,26,26,26,26,27,26,26,26,26,27,26,26,26,26,26,26,25,26,26,25,26,26,26,26,25,116,46,43,26,27
26,26,26,25,26,25,26,26,26,26,25,26,26,25,26,26,25,26,25,76,50,28,43,27
26,26,26,26,26,26,26,26,26,27,26,26,26,25,26,26,26,26,25,26,26,26,58,86,26,27
26,26,27,25,26,26,26,26,25,26,25,26,25,26,25,26,25,27,25,26,25,26,26,26,26,26,26,26,25,26,25,26,25,26,25,26,25,26,26,25,26,25,26,25,26,25,26,26,25,26,25,26,25,26,25,26,25,26,25,26,25,26,26,25,26,26,25,26,26,25,26,25,25,26,25,26,25,26,26,25,26,25,26,26,25,26,26,26,59,87,32,27
