26,26,26,25,26,25,26,26,25,26,26,25,26,27,26,26,26,27,26,26,26,27,136,46,34,27,26,26
26,26,26,25,26,26,26,26,25,26,26,26,25,26,25,26,25,26,25,26,25,26,26,25,26,26,26,26,83,68,27,26
27,26,27,26,26,26,26,26,26,26,25,26,25,26,26,26,26,25,27,26,76,67,31,27
26,26,26,26,25,26,26,26,26,26,26,26,25,26,25,26,25,26,25,26,25,25,26,26,113,41,35,26,26
