38,28,29,44,27,40,27,28,44,27,28,45,29,28,44,29,28,43,28,30,42,28,28,94,31,46,64,39,51,67,164,58,42,38,30,29,41,30,36,30,29,42,29,30,41,29,29,42,30,29,39,29,31,41,29,43,28,29,30,71,31,53,30,57,29,30,63,79,30,29,30,43,29,37
52,63,35,30,46,114,80,46,28,29,44,28,38,28,28,44,27,40,28,27,45,29,28,43,28,29,44,29,36,29,27,44,28,40,27,28,43,28,28,45,28
32,68,39,49,132,64,30,36,38,46,29,37,29,27,44,28,28,44,28,38,29,39,29,28,42,28,44,30,28,28,70,28
48,109,40,48,49,46,29,37,29,37,39,46,27,39,29,28,44,28,29,42,29,37,28,28,46,27,48,29,48,28,28,52,38,28,29,45,29,28,42,28,39,27,29,44,27,28,44,29,28,44,27,29,44,28
