28,28,42,29,38,27,28,47,27,28,45,27,28,42,27,28,28,27,43,29,28,42,29,27,45,27,28,46,30,93,50,58,49,34,33,49,131,103,39,39,41,30,36,30,29,40,29,28,44,29,28,43,30,29,41,30,36,30,29,42,29,38,30,37,28,29,43,28,30,41,29,29,43,28,29,43,28,28,43,28,30,42,29,28,43,29,29,43,28,30,42,28,29,43,28,37,29,38,30
58,114,38,50,50,30,28,42,38,43,30,28,43,30,28,45,30,36,29,30,41,30,29,41,29,28,43,29,38,30,29,41,29,28,43,29,28,43,28,30,42,29,29,42,30,28
49,113,42,52,49,30,28,43,29,37,29,29,42,39,44,31,30,37,30,38,29,30,42,29,29,43,29,30,40,30,37,29,29,42,29,29,41,30,28,43,29,28,43,29,29,42,29,29,41,29,29,43,29,29,42,29,28,41,30,28,43,30,38,29,28,42,30,28,43,29,29,41,30,29,42,30
34,45,112,42,45,54,29,29,43,28,38,28,40,29,29,41,28,30,43,30,29,41,29,38,29,30,40,30,37,34,30,37,28,29,42,30,28,42,29,29,42,29,38,29,28,43,29,38,29
