29,26,44,26,27,27,26,45,28,27,26,27,42,27,27,27,27,43,27,27,45,27,27,26,28,43,26,27,27,27,44,26,27,37,40,27,27,47,122,29,28,39,30,46,72,51,181,52,31,37,28,28,43,28,40,29,38,27,39,28,29,44,28,29,43,28,28,42,29,37,29,28,45,28,28,44,29
32,43,111,43,51,49,29,38,33,28,40,29,27,43,29,39,29,28,41,29,40,28,28,44,29,28,42,29,38,29,29,43,28,38,28,29,43,27,28,44,28,29,44,28,28
27,49,111,29,70,50,28,38,27,28,45,37,46,28,28,43,29,28,44,29,38,29,28,43,30,37,29,37,28,28,45,28,28,43,29,28,44,28,28,43,29,38,28,28,44,28,38,29,27,45,28,28,43,29
55,114,45,44,55,29,28,44,29,38,29,28,43,29,38,29,28,43,29,28,43,29,29,41,30,38,28,28
