28,27,44,27,27,27,26,44,28,27,44,27,27,28,27,41,28,40,28,27,46,27,37,31,134,47,63,43,52,47,118,110,54,35,38,46,30,38,27,28,44,29,27,43,29,39,28,37,30,28,44,29,29,41,30,37,29,38,29,38,28,28,44,28,28,44,28,28,43,29,37,28,28,46,27,29,43,29,28,43,28,28,45,27,29,43,28,29,43,29
31,74,38,100,96,29,29,28,40,28,41,29,28,42,28,38,27,28,47,28,37,29,28,44,29,38,29,28,43,28,28,44,28,28,43,29,28,44,28,28,44,28,28,44,28,38,28,28,45,27,29,44,27,29,43,29,27,45,28,28,44,27,29,44,28,39,28,27,45,28,28,44,28,27,45,28,28,44,27,29,44,27,29,44,28,28,44,28,39,27,28,45,27,28,45,28,28,44,28,28,44,28,28,44,28,27,45,27,40,27,39,28,28,44,28,38,28,28,45,28,28,44,27,29,45,27
38,68,41,102,96,30,27,29,44,29,37,28,28,44,28,39,28,29,43,29,28,43,29,37,30,38,28,28
33,65,37,37,105,95,30,29,28,41,30,37,29,28,43,28,38,30,28,43,28,39,28,30,42,28,38,29,37,29,39,28,29,42,29,27,45,28,28,44,28,28,44,28,28,44,28,28,43,29,28,43,29,29
